Date,SKU,Group,Units Pkg,Avg Price Pkg,Sales Pkg
202109,SKU_26,H,5,8,127
202109,SKU_151,I,4,7,266
202109,SKU_152,I,4,7,71
202109,SKU_114,I,5,4,105
202109,SKU_29,I,5,8,51
202109,SKU_30,I,5,4,126
202109,SKU_123,Q,5,11,40
202109,SKU_124,Q,5,11,48
202109,SKU_125,O,4,12,411
202109,SKU_126,O,4,12,695
202109,SKU_127,R,5,10,77
202109,SKU_128,R,5,10,92
202109,SKU_129,S,5,10,53
202109,SKU_130,S,5,10,56
202109,SKU_136,K,8,14,437
202109,SKU_137,K,8,14,668
202109,SKU_153,O,5,14,337
202109,SKU_154,O,5,14,419
202109,SKU_84,J,5,11,96
202109,SKU_85,J,5,11,131
202109,SKU_87,J,6,11,742
202109,SKU_78,J,6,11,1581
202109,SKU_111,K,5,9,236
202109,SKU_148,K,5,10,1069
202109,SKU_112,K,5,9,306
202109,SKU_147,K,5,9,1367
202109,SKU_88,K,5,10,444
202109,SKU_89,K,5,10,339
202109,SKU_131,P,4,11,168
202109,SKU_132,P,4,11,371
202109,SKU_116,L,40,7,34
202109,SKU_122,L,40,10,33
202109,SKU_119,M,80,13,58
202109,SKU_120,M,80,10,84
202109,SKU_51,N,100,6,247
202109,SKU_113,N,100,6,347
202109,SKU_55,N,50,3,76
202109,SKU_143,T,100,12,2
202110,SKU_133,C,6,7,7
202110,SKU_54,C,5,8,15
202110,SKU_07,D,6,9,1812
202110,SKU_09,D,7,7,444
202110,SKU_10,D,6,7,1257
202110,SKU_12,D,5,9,735
202110,SKU_14,D,5,7,1686
202110,SKU_16,D,4,7,1032
202110,SKU_155,D,6,9,296
202110,SKU_156,D,6,10,989
202110,SKU_70,B,6,6,115
202110,SKU_71,B,8,7,241
202110,SKU_72,B,6,6,196
202110,SKU_73,B,7,7,323
202110,SKU_74,B,5,6,105
202110,SKU_75,B,6,7,338
202110,SKU_103,A,13,6,412
202110,SKU_91,A,13,6,554
202110,SKU_109,F,5,12,171
202110,SKU_107,F,6,12,155
202110,SKU_145,F,5,11,59
202110,SKU_146,F,5,10,112
202110,SKU_121,I,5,3,42
202110,SKU_144,U,14,6,20
202110,SKU_149,I,5,6,255
202110,SKU_150,I,5,6,41
202110,SKU_134,I,4,8,323
202110,SKU_135,I,5,4,192
202110,SKU_157,I,4,2,0
202110,SKU_26,H,5,8,189
202110,SKU_151,I,4,7,279
202110,SKU_152,I,4,7,115
202110,SKU_114,I,5,4,65
202110,SKU_29,I,5,8,71
202110,SKU_30,I,5,4,178
202110,SKU_123,Q,5,11,60
202110,SKU_124,Q,5,11,50
202110,SKU_125,O,4,12,397
202110,SKU_126,O,4,12,764
202110,SKU_127,R,5,10,109
202110,SKU_128,R,5,10,133
202110,SKU_129,S,5,10,64
202110,SKU_130,S,5,10,79
202110,SKU_136,K,8,14,520
202110,SKU_137,K,8,14,690
202110,SKU_153,O,5,14,242
202110,SKU_154,O,5,14,381
202110,SKU_111,K,5,9,386
202110,SKU_148,K,5,10,947
202110,SKU_112,K,5,9,875
202110,SKU_147,K,5,9,801
202110,SKU_88,K,5,10,553
202110,SKU_89,K,5,10,435
202110,SKU_131,P,4,11,226
202110,SKU_132,P,4,11,357
202110,SKU_158,X,0,26,0
202110,SKU_159,X,0,26,0
202110,SKU_160,X,0,26,0
202110,SKU_161,V,6,15,111
202110,SKU_162,V,6,15,318
202110,SKU_163,V,5,15,157
202110,SKU_164,V,5,13,502
202110,SKU_165,V,5,13,926
202110,SKU_166,W,5,14,136
202110,SKU_167,W,5,14,139
202110,SKU_168,W,5,12,773
202110,SKU_169,W,5,12,1200
202110,SKU_116,L,40,7,39
202110,SKU_119,M,80,13,52
202110,SKU_120,M,80,10,110
202110,SKU_51,N,100,6,208
202110,SKU_113,N,100,6,667
202110,SKU_55,N,50,3,84
202110,SKU_170,Y,40,12,48
202110,SKU_171,Y,40,9,82
202110,SKU_143,T,100,12,3
202111,SKU_07,D,6,9,1461
202111,SKU_09,D,7,7,477
202111,SKU_10,D,6,7,1134
202111,SKU_12,D,5,9,897
202111,SKU_14,D,5,7,1596
202111,SKU_16,D,4,7,1214
202111,SKU_155,D,6,9,322
202111,SKU_156,D,6,10,967
202111,SKU_70,B,6,6,184
202111,SKU_71,B,8,7,448
202111,SKU_72,B,6,6,348
202111,SKU_73,B,7,7,625
202111,SKU_74,B,5,6,111
202111,SKU_75,B,6,7,435
202111,SKU_103,A,13,6,406
202111,SKU_91,A,13,6,591
202111,SKU_109,F,5,12,69
202111,SKU_107,F,6,12,1
202111,SKU_145,F,5,11,105
202111,SKU_121,I,5,3,48
202111,SKU_144,U,14,6,34
202111,SKU_149,I,5,6,158
202111,SKU_150,I,5,6,111
202111,SKU_134,I,4,8,231
202111,SKU_135,I,5,4,99
202111,SKU_26,H,5,8,213
202111,SKU_151,I,4,7,251
202111,SKU_152,I,4,7,214
202111,SKU_114,I,5,4,3
202111,SKU_29,I,5,8,92
202111,SKU_30,I,5,4,133
202111,SKU_123,Q,5,11,59
202111,SKU_124,Q,5,11,63
202111,SKU_125,O,4,12,354
202111,SKU_126,O,4,12,560
202111,SKU_127,R,5,10,87
202111,SKU_128,R,5,10,101
202111,SKU_129,S,5,10,58
202111,SKU_130,S,5,10,69
202111,SKU_136,K,8,14,494
202111,SKU_137,K,8,14,761
202111,SKU_153,O,5,14,205
202111,SKU_154,O,5,14,332
202111,SKU_111,K,5,9,300
202111,SKU_148,K,5,10,1141
202111,SKU_112,K,5,9,968
202111,SKU_147,K,5,9,1188
202111,SKU_88,K,5,10,400
202111,SKU_89,K,5,10,349
202111,SKU_131,P,4,11,174
202111,SKU_132,P,4,11,331
202111,SKU_158,X,0,26,7
202111,SKU_159,X,0,26,10
202111,SKU_160,X,0,26,0
202111,SKU_161,V,6,15,150
202111,SKU_162,V,6,15,417
202111,SKU_163,V,5,15,343
202111,SKU_164,V,5,13,408
202111,SKU_165,V,5,13,786
202111,SKU_166,W,5,14,249
202111,SKU_167,W,5,14,276
202111,SKU_168,W,5,12,708
202111,SKU_169,W,5,12,1185
202111,SKU_119,M,80,13,43
202111,SKU_120,M,80,10,81
202111,SKU_51,N,100,6,162
202111,SKU_113,N,100,6,862
202111,SKU_55,N,50,3,58
202111,SKU_170,Y,40,12,55
202111,SKU_171,Y,40,9,93
202111,SKU_143,T,100,12,1
202112,SKU_54,C,5,8,1
202112,SKU_07,D,6,9,1549
202112,SKU_09,D,7,7,413
202112,SKU_10,D,6,7,686
202112,SKU_12,D,5,9,642
202112,SKU_14,D,5,7,1363
202112,SKU_16,D,4,7,764
202112,SKU_155,D,6,9,151
202112,SKU_156,D,6,10,734
202112,SKU_70,B,6,6,116
202112,SKU_71,B,8,7,277
202112,SKU_72,B,6,6,196
202112,SKU_73,B,7,7,639
202112,SKU_74,B,5,6,93
202112,SKU_75,B,6,7,245
202112,SKU_103,A,13,6,402
202112,SKU_91,A,13,6,460
202112,SKU_109,F,5,12,86
202112,SKU_107,F,6,12,405
202112,SKU_145,F,5,11,110
202112,SKU_121,I,5,3,53
202112,SKU_144,U,14,6,20
202112,SKU_149,I,5,6,331
202112,SKU_150,I,5,6,194
202112,SKU_134,I,4,8,250
202112,SKU_135,I,5,4,309
202112,SKU_157,I,4,2,0
202112,SKU_26,H,5,8,135
202112,SKU_151,I,4,7,320
202112,SKU_152,I,4,7,257
202112,SKU_29,I,5,8,96
202112,SKU_30,I,5,4,191
202112,SKU_123,Q,5,11,52
202112,SKU_124,Q,5,11,66
202112,SKU_125,O,4,12,325
202112,SKU_126,O,4,12,413
202112,SKU_127,R,5,10,88
202112,SKU_128,R,5,10,104
202112,SKU_129,S,5,10,42
202112,SKU_130,S,5,10,65
202112,SKU_136,K,8,14,518
202112,SKU_137,K,8,14,845
202112,SKU_153,O,5,14,282
202112,SKU_154,O,5,14,458
202112,SKU_172,H,5,8,76
202112,SKU_111,K,5,9,354
202112,SKU_148,K,5,10,1100
202112,SKU_112,K,5,9,696
202112,SKU_147,K,5,9,1199
202112,SKU_88,K,5,10,411
202112,SKU_89,K,5,10,296
202112,SKU_131,P,4,11,187
202112,SKU_132,P,4,11,333
202112,SKU_159,X,0,26,0
202112,SKU_160,X,0,26,0
202112,SKU_161,V,6,15,69
202112,SKU_162,V,6,15,176
202112,SKU_163,V,5,15,133
202112,SKU_164,V,5,13,326
202112,SKU_165,V,5,13,773
202112,SKU_166,W,5,14,64
202112,SKU_167,W,5,14,102
202112,SKU_168,W,5,12,530
202112,SKU_169,W,5,12,880
202112,SKU_119,M,80,13,42
202112,SKU_120,M,80,10,64
202112,SKU_51,N,100,6,134
202112,SKU_113,N,100,6,415
202112,SKU_55,N,50,3,73
202112,SKU_170,Y,40,12,53
202112,SKU_171,Y,40,9,78
202112,SKU_143,T,100,12,1
202201,SKU_54,C,5,8,1
202201,SKU_07,D,6,9,1567
202201,SKU_09,D,7,7,449
202201,SKU_10,D,6,7,1225
202201,SKU_12,D,5,9,960
202201,SKU_14,D,5,7,1785
202201,SKU_16,D,4,7,1222
202201,SKU_155,D,6,9,297
202201,SKU_156,D,6,10,985
202201,SKU_70,B,6,6,222
202201,SKU_71,B,8,7,333
202201,SKU_72,B,6,6,678
202201,SKU_73,B,7,7,649
202201,SKU_74,B,5,6,220
202201,SKU_75,B,6,7,253
202201,SKU_103,A,13,6,413
202201,SKU_91,A,13,6,499
202201,SKU_109,F,5,12,205
202201,SKU_107,F,6,12,416
202201,SKU_145,F,5,11,211
202201,SKU_121,I,5,3,28
202201,SKU_144,U,14,6,33
202201,SKU_149,I,5,6,246
202201,SKU_150,I,5,6,287
202201,SKU_134,I,4,8,190
202201,SKU_135,I,5,4,247
202201,SKU_157,I,4,2,0
202201,SKU_26,H,5,8,138
202201,SKU_151,I,4,7,208
202201,SKU_152,I,4,7,349
202201,SKU_114,I,5,4,9
202201,SKU_29,I,5,8,76
202201,SKU_30,I,5,4,135
202201,SKU_123,Q,5,11,57
202201,SKU_124,Q,5,11,71
202201,SKU_125,O,4,12,356
202201,SKU_126,O,4,12,479
202201,SKU_127,R,5,10,105
202201,SKU_128,R,5,10,118
202201,SKU_129,S,5,10,52
202201,SKU_130,S,5,10,71
202201,SKU_136,K,8,14,517
202201,SKU_137,K,8,14,787
202201,SKU_153,O,5,14,355
202201,SKU_154,O,5,14,668
202201,SKU_172,H,5,8,28
202201,SKU_111,K,5,9,422
202201,SKU_148,K,5,10,1067
202201,SKU_112,K,5,9,791
202201,SKU_147,K,5,9,1011
202201,SKU_88,K,5,10,517
202201,SKU_89,K,5,10,441
202201,SKU_131,P,4,11,187
202201,SKU_132,P,4,11,372
202201,SKU_173,P,5,15,419
202201,SKU_174,P,5,14,417
202201,SKU_158,X,0,26,1
202201,SKU_159,X,0,26,0
202201,SKU_160,X,0,26,5
202201,SKU_161,V,6,15,45
202201,SKU_162,V,6,15,433
202201,SKU_163,V,5,15,239
202201,SKU_164,V,5,13,340
202201,SKU_165,V,5,13,1117
202201,SKU_166,W,5,14,65
202201,SKU_167,W,5,14,105
202201,SKU_168,W,5,12,699
202201,SKU_169,W,5,12,1280
202201,SKU_119,M,80,13,55
202201,SKU_120,M,80,10,106
202201,SKU_51,N,100,6,181
202201,SKU_113,N,100,6,692
202201,SKU_55,N,50,3,72
202201,SKU_170,Y,40,12,11
202201,SKU_171,Y,40,9,130
202201,SKU_143,T,100,12,0
202202,SKU_07,D,6,9,1103
202202,SKU_09,D,7,7,337
202202,SKU_10,D,6,7,1184
202202,SKU_12,D,5,9,706
202202,SKU_14,D,5,7,1597
202202,SKU_16,D,4,7,1106
202202,SKU_155,D,6,9,243
202202,SKU_156,D,6,10,625
202202,SKU_70,B,6,6,357
202202,SKU_71,B,8,7,401
202202,SKU_72,B,6,6,684
202202,SKU_73,B,7,7,602
202202,SKU_74,B,5,6,367
202202,SKU_75,B,6,7,531
202202,SKU_103,A,13,6,387
202202,SKU_91,A,13,6,434
202202,SKU_109,F,5,12,30
202202,SKU_145,F,5,11,7
202202,SKU_121,I,5,3,29
202202,SKU_144,U,14,6,29
202202,SKU_149,I,5,6,182
202202,SKU_150,I,5,6,82
202202,SKU_134,I,4,8,205
202202,SKU_135,I,5,4,207
202202,SKU_26,H,5,8,116
202202,SKU_151,I,4,7,164
202202,SKU_152,I,4,7,221
202202,SKU_114,I,5,4,3
202202,SKU_29,I,5,8,53
202202,SKU_30,I,5,4,140
202202,SKU_123,Q,5,11,36
202202,SKU_124,Q,5,11,56
202202,SKU_125,O,4,12,232
202202,SKU_126,O,4,12,427
202202,SKU_127,R,5,10,64
202202,SKU_128,R,5,10,93
202202,SKU_129,S,5,10,33
202202,SKU_130,S,5,10,50
202202,SKU_136,K,8,14,665
202202,SKU_137,K,8,14,999
202202,SKU_175,S,5,10,22
202202,SKU_176,S,5,10,23
202202,SKU_177,R,5,10,29
202202,SKU_178,R,5,10,32
202202,SKU_153,O,5,14,257
202202,SKU_154,O,5,14,504
202202,SKU_172,H,5,8,157
202202,SKU_111,K,5,9,657
202202,SKU_148,K,5,10,690
202202,SKU_112,K,5,9,1632
202202,SKU_147,K,5,9,667
202202,SKU_88,K,5,10,370
202202,SKU_89,K,5,10,269
202202,SKU_131,P,4,11,173
202202,SKU_132,P,4,11,318
202202,SKU_173,P,5,15,135
202202,SKU_174,P,5,14,169
202202,SKU_158,X,0,26,0
202202,SKU_159,X,0,26,0
202202,SKU_160,X,0,26,4
202202,SKU_161,V,6,15,80
202202,SKU_162,V,6,15,302
202202,SKU_163,V,5,15,208
202202,SKU_164,V,5,13,352
202202,SKU_165,V,5,13,845
202202,SKU_166,W,5,14,98
202202,SKU_167,W,5,14,121
202202,SKU_168,W,5,12,713
202202,SKU_169,W,5,12,1269
202202,SKU_119,M,80,13,61
202202,SKU_120,M,80,10,63
202202,SKU_51,N,100,6,205
202202,SKU_113,N,100,6,589
202202,SKU_55,N,50,3,78
202202,SKU_170,Y,40,12,32
202202,SKU_171,Y,40,9,58
202202,SKU_143,T,100,12,2
202203,SKU_07,D,6,9,1677
202203,SKU_09,D,7,7,603
202203,SKU_10,D,6,7,1249
202203,SKU_12,D,5,9,964
202203,SKU_14,D,5,7,2093
202203,SKU_16,D,4,7,1632
202203,SKU_155,D,6,9,299
202203,SKU_156,D,6,10,1056
202203,SKU_70,B,6,6,215
202203,SKU_71,B,8,7,498
202203,SKU_72,B,6,6,443
202203,SKU_73,B,7,7,1039
202203,SKU_74,B,5,6,349
202203,SKU_75,B,6,7,528
202203,SKU_103,A,13,6,500
202203,SKU_91,A,13,6,645
202203,SKU_109,F,5,12,1
202203,SKU_107,F,6,12,10
202203,SKU_145,F,5,11,12
202203,SKU_121,I,5,3,39
202203,SKU_144,U,14,6,41
202203,SKU_149,I,5,6,243
202203,SKU_150,I,5,6,299
202203,SKU_134,I,4,8,233
202203,SKU_135,I,5,4,267
202203,SKU_26,H,5,8,123
202203,SKU_151,I,4,7,337
202203,SKU_152,I,4,7,194
202203,SKU_114,I,5,4,69
202203,SKU_29,I,5,8,59
202203,SKU_30,I,5,4,202
202203,SKU_123,Q,5,11,50
202203,SKU_124,Q,5,11,81
202203,SKU_125,O,4,12,275
202203,SKU_126,O,4,12,530
202203,SKU_127,R,5,10,105
202203,SKU_128,R,5,10,138
202203,SKU_129,S,5,10,46
202203,SKU_130,S,5,10,76
202203,SKU_136,K,8,14,769
202203,SKU_137,K,8,14,1211
202203,SKU_175,S,5,10,9
202203,SKU_176,S,5,10,9
202203,SKU_177,R,5,10,9
202203,SKU_178,R,5,10,10
202203,SKU_153,O,5,14,418
202203,SKU_154,O,5,14,802
202203,SKU_172,H,5,8,80
202203,SKU_111,K,5,9,1216
202203,SKU_148,K,5,10,574
202203,SKU_112,K,5,9,2486
202203,SKU_88,K,5,10,543
202203,SKU_89,K,5,10,384
202203,SKU_131,P,4,11,185
202203,SKU_132,P,4,11,416
202203,SKU_173,P,5,15,119
202203,SKU_174,P,5,14,267
202203,SKU_158,X,0,26,4
202203,SKU_159,X,0,26,11
202203,SKU_160,X,0,26,5
202203,SKU_161,V,6,15,90
202203,SKU_162,V,6,15,373
202203,SKU_163,V,5,15,270
202203,SKU_164,V,5,13,357
202203,SKU_165,V,5,13,1080
202203,SKU_166,W,5,14,93
202203,SKU_167,W,5,14,105
202203,SKU_168,W,5,12,759
202203,SKU_169,W,5,12,1497
202203,SKU_119,M,80,13,68
202203,SKU_120,M,80,10,100
202203,SKU_51,N,100,6,228
202203,SKU_113,N,100,6,634
202203,SKU_55,N,50,3,114
202203,SKU_170,Y,40,12,65
202203,SKU_171,Y,40,9,121
202203,SKU_143,T,100,12,1
202204,SKU_07,D,6,9,985
202204,SKU_09,D,7,7,467
202204,SKU_10,D,6,7,976
202204,SKU_12,D,5,9,555
202204,SKU_14,D,5,7,1497
202204,SKU_16,D,4,7,1245
202204,SKU_155,D,6,9,231
202204,SKU_156,D,6,10,457
202204,SKU_70,B,6,6,474
202204,SKU_71,B,8,7,491
202204,SKU_72,B,6,6,316
202204,SKU_73,B,7,7,834
202204,SKU_74,B,5,6,583
202204,SKU_75,B,6,7,562
202204,SKU_103,A,13,6,304
202204,SKU_91,A,13,6,371
202204,SKU_109,F,5,12,18
202204,SKU_107,F,6,12,20
202204,SKU_145,F,5,11,19
202204,SKU_121,I,5,3,28
202204,SKU_144,U,14,6,25
202204,SKU_149,I,5,6,141
202204,SKU_150,I,5,6,132
202204,SKU_134,I,4,8,175
202204,SKU_135,I,5,4,208
202204,SKU_157,I,4,2,0
202204,SKU_26,H,5,8,130
202204,SKU_151,I,4,7,179
202204,SKU_152,I,4,7,124
202204,SKU_114,I,5,4,8
202204,SKU_29,I,5,8,40
202204,SKU_30,I,5,4,108
202204,SKU_123,Q,5,11,41
202204,SKU_124,Q,5,11,64
202204,SKU_125,O,4,12,284
202204,SKU_126,O,4,12,405
202204,SKU_127,R,5,10,91
202204,SKU_128,R,5,10,58
202204,SKU_129,S,5,10,43
202204,SKU_130,S,5,10,67
202204,SKU_136,K,8,14,632
202204,SKU_137,K,8,14,939
202204,SKU_175,S,5,10,8
202204,SKU_176,S,5,10,11
202204,SKU_177,R,5,10,6
202204,SKU_178,R,5,10,17
202204,SKU_153,O,5,14,345
202204,SKU_154,O,5,14,587
202204,SKU_172,H,5,8,92
202204,SKU_111,K,5,9,878
202204,SKU_148,K,5,10,223
202204,SKU_112,K,5,9,1442
202204,SKU_88,K,5,10,349
202204,SKU_89,K,5,10,290
202204,SKU_131,P,4,11,94
202204,SKU_132,P,4,11,177
202204,SKU_173,P,5,15,137
202204,SKU_174,P,5,14,299
202204,SKU_158,X,0,26,0
202204,SKU_159,X,0,26,2
202204,SKU_160,X,0,26,2
202204,SKU_161,V,6,15,63
202204,SKU_162,V,6,15,322
202204,SKU_163,V,5,15,318
202204,SKU_164,V,5,13,304
202204,SKU_165,V,5,13,1019
202204,SKU_166,W,5,14,83
202204,SKU_167,W,5,14,89
202204,SKU_168,W,5,12,706
202204,SKU_169,W,5,12,1218
202204,SKU_119,M,80,13,38
202204,SKU_120,M,80,10,65
202204,SKU_51,N,100,6,138
202204,SKU_113,N,100,6,454
202204,SKU_55,N,50,3,83
202204,SKU_170,Y,40,12,26
202204,SKU_171,Y,40,9,59
202204,SKU_143,T,100,12,4
202205,SKU_07,D,6,9,1149
202205,SKU_09,D,7,7,402
202205,SKU_10,D,6,7,1515
202205,SKU_12,D,5,9,622
202205,SKU_14,D,5,7,1461
202205,SKU_16,D,4,7,829
202205,SKU_155,D,6,9,99
202205,SKU_156,D,6,10,550
202205,SKU_70,B,6,6,304
202205,SKU_71,B,8,7,770
202205,SKU_72,B,6,6,739
202205,SKU_73,B,7,7,907
202205,SKU_74,B,5,6,365
202205,SKU_75,B,6,7,549
202205,SKU_103,A,13,6,363
202205,SKU_91,A,13,6,550
202205,SKU_109,F,5,12,37
202205,SKU_107,F,6,12,0
202205,SKU_145,F,5,11,8
202205,SKU_121,I,5,3,43
202205,SKU_144,U,14,6,31
202205,SKU_149,I,5,6,247
202205,SKU_150,I,5,6,176
202205,SKU_134,I,4,8,286
202205,SKU_135,I,5,4,227
202205,SKU_157,I,4,2,0
202205,SKU_26,H,5,8,181
202205,SKU_179,I,20,25,46
202205,SKU_151,I,4,7,215
202205,SKU_152,I,4,7,203
202205,SKU_114,I,5,4,14
202205,SKU_29,I,5,8,49
202205,SKU_30,I,5,4,120
202205,SKU_123,Q,5,11,60
202205,SKU_124,Q,5,11,78
202205,SKU_125,O,4,12,359
202205,SKU_126,O,4,12,528
202205,SKU_127,R,5,10,93
202205,SKU_128,R,5,10,171
202205,SKU_129,S,5,10,52
202205,SKU_130,S,5,10,62
202205,SKU_136,K,8,14,709
202205,SKU_137,K,8,14,1146
202205,SKU_175,S,5,10,5
202205,SKU_176,S,5,10,6
202205,SKU_177,R,5,10,51
202205,SKU_178,R,5,10,53
202205,SKU_153,O,5,14,506
202205,SKU_154,O,5,14,887
202205,SKU_172,H,5,8,45
202205,SKU_111,K,5,9,1115
202205,SKU_148,K,5,10,179
202205,SKU_112,K,5,9,1978
202205,SKU_88,K,5,10,370
202205,SKU_89,K,5,10,313
202205,SKU_131,P,4,11,124
202205,SKU_132,P,4,11,288
202205,SKU_173,P,5,15,198
202205,SKU_174,P,5,14,400
202205,SKU_158,X,0,26,2
202205,SKU_159,X,0,26,2
202205,SKU_160,X,0,26,4
202205,SKU_161,V,6,15,70
202205,SKU_162,V,6,15,348
202205,SKU_163,V,5,15,235
202205,SKU_164,V,5,13,498
202205,SKU_165,V,5,13,1094
202205,SKU_166,W,5,14,89
202205,SKU_167,W,5,14,133
202205,SKU_168,W,5,12,648
202205,SKU_169,W,5,12,1343
202205,SKU_119,M,80,13,53
202205,SKU_180,M,80,14,55
202205,SKU_51,N,100,6,181
202205,SKU_113,N,100,6,315
202205,SKU_55,N,50,3,95
202205,SKU_170,Y,40,12,47
202205,SKU_171,Y,40,9,104
202205,SKU_143,T,100,12,0
202206,SKU_133,C,6,7,58
202206,SKU_54,C,5,8,75
202206,SKU_07,D,6,9,1448
202206,SKU_09,D,7,7,587
202206,SKU_10,D,6,7,1310
202206,SKU_12,D,5,9,923
202206,SKU_14,D,5,7,1888
202206,SKU_16,D,4,7,1470
202206,SKU_155,D,6,9,208
202206,SKU_156,D,6,10,786
202206,SKU_70,B,6,6,231
202206,SKU_71,B,8,7,434
202206,SKU_72,B,6,6,847
202206,SKU_73,B,7,7,708
202206,SKU_74,B,5,6,120
202206,SKU_75,B,6,7,644
202206,SKU_103,A,13,6,413
202206,SKU_91,A,13,6,418
202206,SKU_109,F,5,12,22
202206,SKU_110,F,7,13,8
202206,SKU_107,F,6,12,20
202206,SKU_145,F,5,11,8
202206,SKU_121,I,5,3,38
202206,SKU_144,U,14,6,40
202206,SKU_149,I,5,6,277
202206,SKU_150,I,5,6,316
202206,SKU_134,I,4,8,362
202206,SKU_135,I,5,4,269
202206,SKU_157,I,4,2,2
202206,SKU_26,H,5,8,166
202206,SKU_179,I,20,25,68
202206,SKU_151,I,4,7,219
202206,SKU_152,I,4,7,264
202206,SKU_114,I,5,4,7
202206,SKU_29,I,5,8,91
202206,SKU_30,I,5,4,167
202206,SKU_123,Q,5,11,64
202206,SKU_124,Q,5,11,80
202206,SKU_125,O,4,12,333
202206,SKU_126,O,4,12,580
202206,SKU_127,R,5,10,89
202206,SKU_128,R,5,10,102
202206,SKU_129,S,5,10,78
202206,SKU_130,S,5,10,78
202206,SKU_136,K,8,14,896
202206,SKU_137,K,8,14,1374
202206,SKU_175,S,5,10,7
202206,SKU_176,S,5,10,4
202206,SKU_177,R,5,10,11
202206,SKU_153,O,5,14,469
202206,SKU_154,O,5,14,891
202206,SKU_172,H,5,8,75
202206,SKU_111,K,5,9,1433
202206,SKU_148,K,5,10,211
202206,SKU_112,K,5,9,2296
202206,SKU_88,K,5,10,447
202206,SKU_89,K,5,10,367
202206,SKU_131,P,4,11,175
202206,SKU_132,P,4,11,317
202206,SKU_173,P,5,15,218
202206,SKU_174,P,5,14,432
202206,SKU_158,X,0,26,0
202206,SKU_159,X,0,26,0
202206,SKU_160,X,0,26,0
202206,SKU_161,V,6,15,85
202206,SKU_162,V,6,15,300
202206,SKU_163,V,5,15,201
202206,SKU_164,V,5,13,291
202206,SKU_165,V,5,13,951
202206,SKU_166,W,5,14,87
202206,SKU_167,W,5,14,121
202206,SKU_168,W,5,12,819
202206,SKU_169,W,5,12,1491
202206,SKU_119,M,80,13,45
202206,SKU_180,M,80,14,44
202206,SKU_51,N,100,6,154
202206,SKU_113,N,100,6,483
202206,SKU_55,N,50,3,58
202206,SKU_170,Y,40,12,35
202206,SKU_171,Y,40,9,103
202206,SKU_143,T,100,12,1
202207,SKU_133,C,6,7,15
202207,SKU_54,C,5,8,18
202207,SKU_07,D,6,9,1264
202207,SKU_09,D,7,7,572
202207,SKU_10,D,6,7,1620
202207,SKU_12,D,5,9,795
202207,SKU_14,D,5,7,1892
202207,SKU_16,D,4,7,948
202207,SKU_155,D,6,9,247
202207,SKU_156,D,6,10,602
202207,SKU_70,B,6,6,400
202207,SKU_71,B,8,7,393
202207,SKU_72,B,6,6,484
202207,SKU_73,B,7,7,741
202207,SKU_74,B,5,6,560
202207,SKU_75,B,6,7,412
202207,SKU_103,A,13,6,285
202207,SKU_91,A,13,6,512
202207,SKU_109,F,5,12,66
202207,SKU_107,F,6,12,20
202207,SKU_145,F,5,11,11
202207,SKU_121,I,5,3,57
202207,SKU_144,U,14,6,32
202207,SKU_149,I,5,6,220
202207,SKU_150,I,5,6,133
202207,SKU_134,I,4,8,306
202207,SKU_135,I,5,4,264
202207,SKU_157,I,4,2,0
202207,SKU_26,H,5,8,214
202207,SKU_179,I,20,25,48
202207,SKU_151,I,4,7,264
202207,SKU_152,I,4,7,199
202207,SKU_114,I,5,4,18
202207,SKU_29,I,5,8,83
202207,SKU_30,I,5,4,136
202207,SKU_123,Q,5,11,44
202207,SKU_124,Q,5,11,63
202207,SKU_125,O,4,12,380
202207,SKU_126,O,4,12,547
202207,SKU_127,R,5,10,88
202207,SKU_128,R,5,10,112
202207,SKU_129,S,5,10,48
202207,SKU_130,S,5,10,56
202207,SKU_136,K,8,14,779
202207,SKU_137,K,8,14,1162
202207,SKU_175,S,5,10,0
202207,SKU_176,S,5,10,2
202207,SKU_153,O,5,14,479
202207,SKU_154,O,5,14,934
202207,SKU_172,H,5,8,85
202207,SKU_111,K,5,9,1197
202207,SKU_148,K,5,10,432
202207,SKU_112,K,5,9,2393
202207,SKU_88,K,5,10,385
202207,SKU_89,K,5,10,391
202207,SKU_181,K,8,16,364
202207,SKU_182,K,8,16,385
202207,SKU_131,P,4,11,163
202207,SKU_132,P,4,11,364
202207,SKU_173,P,5,15,182
202207,SKU_174,P,5,14,462
202207,SKU_158,X,0,26,0
202207,SKU_159,X,0,26,0
202207,SKU_160,X,0,26,0
202207,SKU_161,V,6,15,55
202207,SKU_162,V,6,15,269
202207,SKU_163,V,5,15,150
202207,SKU_164,V,5,13,282
202207,SKU_165,V,5,13,820
202207,SKU_166,W,5,14,81
202207,SKU_167,W,5,14,96
202207,SKU_168,W,5,12,612
202207,SKU_169,W,5,12,1139
202207,SKU_183,W,8,19,259
202207,SKU_184,W,8,19,227
202207,SKU_119,M,80,13,5
202207,SKU_180,M,80,14,108
202207,SKU_51,N,100,6,116
202207,SKU_113,N,100,6,333
202207,SKU_55,N,50,3,47
202207,SKU_170,Y,40,12,37
202207,SKU_171,Y,40,9,88
202207,SKU_143,T,100,12,2
202208,SKU_07,D,6,9,1213
202208,SKU_09,D,7,7,444
202208,SKU_10,D,6,7,1299
202208,SKU_12,D,5,9,832
202208,SKU_14,D,5,7,1848
202208,SKU_16,D,4,7,1243
