Date,SKU,Group,Units Pkg,Avg Price Pkg,Sales Pkg,Turnover per month,Avg Price Pkg binned,Sales Pkg binned,Low avg price,Medium avg price,High avg price
2019-05-01,SKU_13,D,8,8,231,1848,Low,Low,1,0,0
2019-05-01,SKU_14,D,5,7,848,5936,Low,Low,1,0,0
2019-05-01,SKU_15,D,5,7,199,1393,Low,Low,1,0,0
2019-05-01,SKU_16,D,4,7,323,2261,Low,Low,1,0,0
2019-05-01,SKU_70,B,6,6,273,1638,Low,Low,1,0,0
2019-05-01,SKU_71,B,8,7,207,1449,Low,Low,1,0,0
2019-05-01,SKU_72,B,6,6,481,2886,Low,Low,1,0,0
2019-05-01,SKU_73,B,7,7,730,5110,Low,Low,1,0,0
2019-05-01,SKU_74,B,5,6,58,348,Low,Low,1,0,0
2019-05-01,SKU_75,B,6,7,197,1379,Low,Low,1,0,0
2019-05-01,SKU_103,A,13,6,649,3894,Low,Low,1,0,0
2019-05-01,SKU_91,A,13,6,101,606,Low,Low,1,0,0
2019-05-01,SKU_17,F,7,15,3,45,Medium,Low,0,1,0
2019-05-01,SKU_80,F,6,13,71,923,Medium,Low,0,1,0
2019-05-01,SKU_76,F,6,13,166,2158,Medium,Low,0,1,0
2019-05-01,SKU_81,F,2,4,0,0,Low,Low,1,0,0
2019-05-01,SKU_82,F,2,4,1,4,Low,Low,1,0,0
2019-05-01,SKU_109,F,5,12,8,96,Medium,Low,0,1,0
2019-05-01,SKU_19,F,7,14,9,126,Medium,Low,0,1,0
2019-05-01,SKU_20,F,7,13,1,13,Medium,Low,0,1,0
2019-05-01,SKU_107,F,6,12,146,1752,Medium,Low,0,1,0
2019-05-01,SKU_83,F,6,13,221,2873,Medium,Low,0,1,0
2019-05-01,SKU_77,F,6,13,530,6890,Medium,Low,0,1,0
2019-05-01,SKU_58,G,8,11,2,22,Medium,Low,0,1,0
2019-05-01,SKU_69,G,8,11,2,22,Medium,Low,0,1,0
2019-05-01,SKU_26,H,5,8,99,792,Low,Low,1,0,0
2019-05-01,SKU_27,I,5,5,281,1405,Low,Low,1,0,0
2019-05-01,SKU_114,I,5,4,75,300,Low,Low,1,0,0
2019-05-01,SKU_29,I,5,8,67,536,Low,Low,1,0,0
2019-05-01,SKU_30,I,5,4,262,1048,Low,Low,1,0,0
2019-05-01,SKU_32,I,4,6,272,1632,Low,Low,1,0,0
2019-05-01,SKU_115,I,4,5,23,115,Low,Low,1,0,0
2019-05-01,SKU_33,G,8,15,9,135,Medium,Low,0,1,0
2019-05-01,SKU_96,G,4,6,113,678,Low,Low,1,0,0
2019-05-01,SKU_92,G,4,7,173,1211,Low,Low,1,0,0
2019-05-01,SKU_97,J,4,10,76,760,Low,Low,1,0,0
2019-05-01,SKU_93,J,4,10,340,3400,Low,Low,1,0,0
2019-05-01,SKU_84,J,5,11,202,2222,Medium,Low,0,1,0
2019-05-01,SKU_85,J,5,11,285,3135,Medium,Low,0,1,0
2019-05-01,SKU_104,J,4,10,119,1190,Low,Low,1,0,0
2019-05-01,SKU_86,J,4,10,566,5660,Low,Low,1,0,0
2019-05-01,SKU_87,J,6,11,574,6314,Medium,Low,0,1,0
2019-05-01,SKU_78,J,6,11,1007,11077,Medium,Low,0,1,0
2019-05-01,SKU_111,K,5,9,474,4266,Low,Low,1,0,0
2019-05-01,SKU_112,K,5,9,503,4527,Low,Low,1,0,0
2019-05-01,SKU_88,K,5,10,709,7090,Low,Low,1,0,0
2019-05-01,SKU_89,K,5,10,503,5030,Low,Low,1,0,0
2019-05-01,SKU_95,K,2,4,2,8,Low,Low,1,0,0
2019-05-01,SKU_90,K,2,4,4,16,Low,Low,1,0,0
2019-05-01,SKU_101,K,5,7,292,2044,Low,Low,1,0,0
2019-05-01,SKU_102,K,5,7,332,2324,Low,Low,1,0,0
2019-05-01,SKU_48,L,40,9,87,783,Low,Low,1,0,0
2019-05-01,SKU_68,M,40,8,7,56,Low,Low,1,0,0
2019-05-01,SKU_65,M,80,11,55,605,Medium,Low,0,1,0
2019-05-01,SKU_51,N,100,6,300,1800,Low,Low,1,0,0
2019-05-01,SKU_52,N,100,5,449,2245,Low,Low,1,0,0
2019-05-01,SKU_113,N,100,6,273,1638,Low,Low,1,0,0
2019-05-01,SKU_55,N,50,3,54,162,Low,Low,1,0,0
2019-06-01,SKU_79,A,6,3,5,15,Low,Low,1,0,0
2019-06-01,SKU_05,C,6,8,10,80,Low,Low,1,0,0
2019-06-01,SKU_53,C,6,8,43,344,Low,Low,1,0,0
2019-06-01,SKU_54,C,5,8,58,464,Low,Low,1,0,0
2019-06-01,SKU_07,D,6,9,2023,18207,Low,Medium,1,0,0
2019-06-01,SKU_59,D,6,7,49,343,Low,Low,1,0,0
2019-06-01,SKU_08,D,7,8,1443,11544,Low,Medium,1,0,0
2019-06-01,SKU_09,D,7,7,245,1715,Low,Low,1,0,0
2019-06-01,SKU_10,D,6,7,594,4158,Low,Low,1,0,0
2019-06-01,SKU_11,D,7,7,180,1260,Low,Low,1,0,0
2019-06-01,SKU_12,D,5,9,877,7893,Low,Low,1,0,0
2019-06-01,SKU_105,D,9,8,8,64,Low,Low,1,0,0
2019-06-01,SKU_106,D,7,9,10,90,Low,Low,1,0,0
2019-06-01,SKU_13,D,8,8,319,2552,Low,Low,1,0,0
2019-06-01,SKU_14,D,5,7,706,4942,Low,Low,1,0,0
2019-06-01,SKU_15,D,5,7,216,1512,Low,Low,1,0,0
2019-06-01,SKU_16,D,4,7,520,3640,Low,Low,1,0,0
2019-06-01,SKU_70,B,6,6,201,1206,Low,Low,1,0,0
2019-06-01,SKU_71,B,8,7,261,1827,Low,Low,1,0,0
2019-06-01,SKU_72,B,6,6,318,1908,Low,Low,1,0,0
2019-06-01,SKU_73,B,7,7,741,5187,Low,Low,1,0,0
2019-06-01,SKU_74,B,5,6,135,810,Low,Low,1,0,0
2019-06-01,SKU_75,B,6,7,309,2163,Low,Low,1,0,0
2019-06-01,SKU_103,A,13,6,806,4836,Low,Low,1,0,0
2019-06-01,SKU_91,A,13,6,195,1170,Low,Low,1,0,0
2019-06-01,SKU_17,F,7,15,2,30,Medium,Low,0,1,0
2019-06-01,SKU_80,F,6,13,61,793,Medium,Low,0,1,0
2019-06-01,SKU_76,F,6,13,127,1651,Medium,Low,0,1,0
2019-06-01,SKU_109,F,5,12,8,96,Medium,Low,0,1,0
2019-06-01,SKU_19,F,7,14,4,56,Medium,Low,0,1,0
2019-06-01,SKU_20,F,7,13,1,13,Medium,Low,0,1,0
2019-06-01,SKU_107,F,6,12,74,888,Medium,Low,0,1,0
2019-06-01,SKU_83,F,6,13,202,2626,Medium,Low,0,1,0
2019-06-01,SKU_77,F,6,13,517,6721,Medium,Low,0,1,0
2019-06-01,SKU_26,H,5,8,99,792,Low,Low,1,0,0
2019-06-01,SKU_27,I,5,5,272,1360,Low,Low,1,0,0
2019-06-01,SKU_114,I,5,4,103,412,Low,Low,1,0,0
2019-06-01,SKU_29,I,5,8,55,440,Low,Low,1,0,0
2019-06-01,SKU_30,I,5,4,188,752,Low,Low,1,0,0
2019-06-01,SKU_32,I,4,6,256,1536,Low,Low,1,0,0
2019-06-01,SKU_115,I,4,5,30,150,Low,Low,1,0,0
2019-06-01,SKU_33,G,8,15,1,15,Medium,Low,0,1,0
2019-06-01,SKU_96,G,4,6,152,912,Low,Low,1,0,0
2019-06-01,SKU_92,G,4,7,207,1449,Low,Low,1,0,0
2019-06-01,SKU_97,J,4,10,45,450,Low,Low,1,0,0
2019-06-01,SKU_93,J,4,10,224,2240,Low,Low,1,0,0
2019-06-01,SKU_84,J,5,11,192,2112,Medium,Low,0,1,0
2019-06-01,SKU_85,J,5,11,318,3498,Medium,Low,0,1,0
2019-06-01,SKU_104,J,4,10,85,850,Low,Low,1,0,0
2019-06-01,SKU_86,J,4,10,396,3960,Low,Low,1,0,0
2019-06-01,SKU_87,J,6,11,424,4664,Medium,Low,0,1,0
2019-06-01,SKU_78,J,6,11,650,7150,Medium,Low,0,1,0
2019-06-01,SKU_111,K,5,9,432,3888,Low,Low,1,0,0
2019-06-01,SKU_112,K,5,9,686,6174,Low,Low,1,0,0
2019-06-01,SKU_88,K,5,10,592,5920,Low,Low,1,0,0
2019-06-01,SKU_89,K,5,10,495,4950,Low,Low,1,0,0
2019-06-01,SKU_101,K,5,7,166,1162,Low,Low,1,0,0
2019-06-01,SKU_102,K,5,7,210,1470,Low,Low,1,0,0
2019-06-01,SKU_48,L,40,9,94,846,Low,Low,1,0,0
2019-06-01,SKU_116,L,40,7,35,245,Low,Low,1,0,0
2019-06-01,SKU_68,M,40,8,17,136,Low,Low,1,0,0
2019-06-01,SKU_65,M,80,11,48,528,Medium,Low,0,1,0
2019-06-01,SKU_51,N,100,6,685,4110,Low,Low,1,0,0
2019-06-01,SKU_52,N,100,5,483,2415,Low,Low,1,0,0
2019-06-01,SKU_113,N,100,6,282,1692,Low,Low,1,0,0
2019-06-01,SKU_55,N,50,3,82,246,Low,Low,1,0,0
2019-07-01,SKU_02,B,7,7,9,63,Low,Low,1,0,0
2019-07-01,SKU_05,C,6,8,1,8,Low,Low,1,0,0
2019-07-01,SKU_53,C,6,8,27,216,Low,Low,1,0,0
2019-07-01,SKU_54,C,5,8,54,432,Low,Low,1,0,0
2019-07-01,SKU_07,D,6,9,2229,20061,Low,Medium,1,0,0
2019-07-01,SKU_59,D,6,7,69,483,Low,Low,1,0,0
2019-07-01,SKU_08,D,7,8,1741,13928,Low,Medium,1,0,0
2019-07-01,SKU_09,D,7,7,311,2177,Low,Low,1,0,0
2019-07-01,SKU_10,D,6,7,644,4508,Low,Low,1,0,0
2019-07-01,SKU_11,D,7,7,217,1519,Low,Low,1,0,0
2019-07-01,SKU_12,D,5,9,852,7668,Low,Low,1,0,0
2019-07-01,SKU_105,D,9,8,5,40,Low,Low,1,0,0
2019-07-01,SKU_106,D,7,9,13,117,Low,Low,1,0,0
2019-07-01,SKU_13,D,8,8,222,1776,Low,Low,1,0,0
2019-07-01,SKU_14,D,5,7,1233,8631,Low,Medium,1,0,0
2019-07-01,SKU_15,D,5,7,259,1813,Low,Low,1,0,0
2019-07-01,SKU_16,D,4,7,593,4151,Low,Low,1,0,0
2019-07-01,SKU_70,B,6,6,280,1680,Low,Low,1,0,0
2019-07-01,SKU_71,B,8,7,247,1729,Low,Low,1,0,0
2019-07-01,SKU_72,B,6,6,550,3300,Low,Low,1,0,0
2019-07-01,SKU_73,B,7,7,626,4382,Low,Low,1,0,0
2019-07-01,SKU_74,B,5,6,306,1836,Low,Low,1,0,0
2019-07-01,SKU_75,B,6,7,196,1372,Low,Low,1,0,0
2019-07-01,SKU_103,A,13,6,606,3636,Low,Low,1,0,0
2019-07-01,SKU_91,A,13,6,311,1866,Low,Low,1,0,0
2019-07-01,SKU_17,F,7,15,4,60,Medium,Low,0,1,0
2019-07-01,SKU_80,F,6,13,80,1040,Medium,Low,0,1,0
2019-07-01,SKU_76,F,6,13,225,2925,Medium,Low,0,1,0
2019-07-01,SKU_81,F,2,4,0,0,Low,Low,1,0,0
2019-07-01,SKU_82,F,2,4,0,0,Low,Low,1,0,0
2019-07-01,SKU_109,F,5,12,15,180,Medium,Low,0,1,0
2019-07-01,SKU_19,F,7,14,10,140,Medium,Low,0,1,0
2019-07-01,SKU_20,F,7,13,2,26,Medium,Low,0,1,0
2019-07-01,SKU_107,F,6,12,190,2280,Medium,Low,0,1,0
2019-07-01,SKU_83,F,6,13,225,2925,Medium,Low,0,1,0
2019-07-01,SKU_77,F,6,13,598,7774,Medium,Low,0,1,0
2019-07-01,SKU_58,G,8,11,4,44,Medium,Low,0,1,0
2019-07-01,SKU_69,G,8,11,4,44,Medium,Low,0,1,0
2019-07-01,SKU_26,H,5,8,129,1032,Low,Low,1,0,0
2019-07-01,SKU_27,I,5,5,263,1315,Low,Low,1,0,0
2019-07-01,SKU_114,I,5,4,168,672,Low,Low,1,0,0
2019-07-01,SKU_29,I,5,8,76,608,Low,Low,1,0,0
2019-07-01,SKU_30,I,5,4,302,1208,Low,Low,1,0,0
2019-07-01,SKU_32,I,4,6,227,1362,Low,Low,1,0,0
2019-07-01,SKU_115,I,4,5,147,735,Low,Low,1,0,0
2019-07-01,SKU_33,G,8,15,0,0,Medium,Low,0,1,0
2019-07-01,SKU_96,G,4,6,173,1038,Low,Low,1,0,0
2019-07-01,SKU_92,G,4,7,224,1568,Low,Low,1,0,0
2019-07-01,SKU_97,J,4,10,71,710,Low,Low,1,0,0
2019-07-01,SKU_117,J,4,10,43,430,Low,Low,1,0,0
2019-07-01,SKU_93,J,4,10,312,3120,Low,Low,1,0,0
2019-07-01,SKU_84,J,5,11,207,2277,Medium,Low,0,1,0
2019-07-01,SKU_85,J,5,11,228,2508,Medium,Low,0,1,0
2019-07-01,SKU_104,J,4,10,107,1070,Low,Low,1,0,0
2019-07-01,SKU_118,J,4,10,46,460,Low,Low,1,0,0
2019-07-01,SKU_86,J,4,10,653,6530,Low,Low,1,0,0
2019-07-01,SKU_87,J,6,11,524,5764,Medium,Low,0,1,0
2019-07-01,SKU_78,J,6,11,940,10340,Medium,Low,0,1,0
2019-07-01,SKU_111,K,5,9,552,4968,Low,Low,1,0,0
2019-07-01,SKU_112,K,5,9,657,5913,Low,Low,1,0,0
2019-07-01,SKU_88,K,5,10,641,6410,Low,Low,1,0,0
2019-07-01,SKU_89,K,5,10,460,4600,Low,Low,1,0,0
2019-07-01,SKU_101,K,5,7,271,1897,Low,Low,1,0,0
2019-07-01,SKU_102,K,5,7,381,2667,Low,Low,1,0,0
2019-07-01,SKU_48,L,40,9,69,621,Low,Low,1,0,0
2019-07-01,SKU_116,L,40,7,22,154,Low,Low,1,0,0
2019-07-01,SKU_68,M,40,8,4,32,Low,Low,1,0,0
2019-07-01,SKU_65,M,80,11,23,253,Medium,Low,0,1,0
2019-07-01,SKU_119,M,80,13,14,182,Medium,Low,0,1,0
2019-07-01,SKU_120,M,80,10,24,240,Low,Low,1,0,0
2019-07-01,SKU_51,N,100,6,486,2916,Low,Low,1,0,0
2019-07-01,SKU_52,N,100,5,480,2400,Low,Low,1,0,0
2019-07-01,SKU_113,N,100,6,415,2490,Low,Low,1,0,0
2019-07-01,SKU_55,N,50,3,100,300,Low,Low,1,0,0
2019-08-01,SKU_02,B,7,7,23,161,Low,Low,1,0,0
2019-08-01,SKU_05,C,6,8,1,8,Low,Low,1,0,0
2019-08-01,SKU_53,C,6,8,36,288,Low,Low,1,0,0
2019-08-01,SKU_54,C,5,8,4,32,Low,Low,1,0,0
2019-08-01,SKU_07,D,6,9,2132,19188,Low,Medium,1,0,0
2019-08-01,SKU_08,D,7,8,1480,11840,Low,Medium,1,0,0
2019-08-01,SKU_09,D,7,7,246,1722,Low,Low,1,0,0
2019-08-01,SKU_10,D,6,7,738,5166,Low,Low,1,0,0
2019-08-01,SKU_11,D,7,7,53,371,Low,Low,1,0,0
2019-08-01,SKU_12,D,5,9,888,7992,Low,Low,1,0,0
2019-08-01,SKU_105,D,9,8,4,32,Low,Low,1,0,0
2019-08-01,SKU_106,D,7,9,9,81,Low,Low,1,0,0
2019-08-01,SKU_13,D,8,8,295,2360,Low,Low,1,0,0
2019-08-01,SKU_14,D,5,7,966,6762,Low,Low,1,0,0
2019-08-01,SKU_15,D,5,7,222,1554,Low,Low,1,0,0
2019-08-01,SKU_16,D,4,7,473,3311,Low,Low,1,0,0
2019-08-01,SKU_70,B,6,6,229,1374,Low,Low,1,0,0
2019-08-01,SKU_71,B,8,7,222,1554,Low,Low,1,0,0
2019-08-01,SKU_72,B,6,6,866,5196,Low,Low,1,0,0
2019-08-01,SKU_73,B,7,7,695,4865,Low,Low,1,0,0
2019-08-01,SKU_74,B,5,6,372,2232,Low,Low,1,0,0
2019-08-01,SKU_75,B,6,7,174,1218,Low,Low,1,0,0
2019-08-01,SKU_103,A,13,6,590,3540,Low,Low,1,0,0
2019-08-01,SKU_91,A,13,6,253,1518,Low,Low,1,0,0
2019-08-01,SKU_17,F,7,15,6,90,Medium,Low,0,1,0
2019-08-01,SKU_80,F,6,13,86,1118,Medium,Low,0,1,0
2019-08-01,SKU_76,F,6,13,183,2379,Medium,Low,0,1,0
2019-08-01,SKU_109,F,5,12,22,264,Medium,Low,0,1,0
2019-08-01,SKU_19,F,7,14,2,28,Medium,Low,0,1,0
2019-08-01,SKU_107,F,6,12,136,1632,Medium,Low,0,1,0
2019-08-01,SKU_83,F,6,13,228,2964,Medium,Low,0,1,0
2019-08-01,SKU_77,F,6,13,524,6812,Medium,Low,0,1,0
2019-08-01,SKU_58,G,8,11,2,22,Medium,Low,0,1,0
2019-08-01,SKU_69,G,8,11,0,0,Medium,Low,0,1,0
2019-08-01,SKU_26,H,5,8,128,1024,Low,Low,1,0,0
2019-08-01,SKU_27,I,5,5,217,1085,Low,Low,1,0,0
2019-08-01,SKU_114,I,5,4,178,712,Low,Low,1,0,0
2019-08-01,SKU_29,I,5,8,73,584,Low,Low,1,0,0
2019-08-01,SKU_30,I,5,4,194,776,Low,Low,1,0,0
2019-08-01,SKU_32,I,4,6,151,906,Low,Low,1,0,0
2019-08-01,SKU_115,I,4,5,103,515,Low,Low,1,0,0
2019-08-01,SKU_33,G,8,15,0,0,Medium,Low,0,1,0
2019-08-01,SKU_96,G,4,6,147,882,Low,Low,1,0,0
2019-08-01,SKU_92,G,4,7,202,1414,Low,Low,1,0,0
2019-08-01,SKU_97,J,4,10,48,480,Low,Low,1,0,0
2019-08-01,SKU_117,J,4,10,13,130,Low,Low,1,0,0
2019-08-01,SKU_93,J,4,10,243,2430,Low,Low,1,0,0
2019-08-01,SKU_84,J,5,11,133,1463,Medium,Low,0,1,0
2019-08-01,SKU_85,J,5,11,214,2354,Medium,Low,0,1,0
2019-08-01,SKU_104,J,4,10,61,610,Low,Low,1,0,0
2019-08-01,SKU_118,J,4,10,28,280,Low,Low,1,0,0
2019-08-01,SKU_86,J,4,10,405,4050,Low,Low,1,0,0
2019-08-01,SKU_87,J,6,11,400,4400,Medium,Low,0,1,0
2019-08-01,SKU_78,J,6,11,742,8162,Medium,Low,0,1,0
2019-08-01,SKU_111,K,5,9,548,4932,Low,Low,1,0,0
2019-08-01,SKU_112,K,5,9,755,6795,Low,Low,1,0,0
2019-08-01,SKU_88,K,5,10,690,6900,Low,Low,1,0,0
2019-08-01,SKU_89,K,5,10,581,5810,Low,Low,1,0,0
2019-08-01,SKU_101,K,5,7,405,2835,Low,Low,1,0,0
2019-08-01,SKU_102,K,5,7,436,3052,Low,Low,1,0,0
2019-08-01,SKU_48,L,40,9,116,1044,Low,Low,1,0,0
2019-08-01,SKU_116,L,40,7,36,252,Low,Low,1,0,0
2019-08-01,SKU_68,M,40,8,31,248,Low,Low,1,0,0
2019-08-01,SKU_119,M,80,13,52,676,Medium,Low,0,1,0
2019-08-01,SKU_120,M,80,10,29,290,Low,Low,1,0,0
2019-08-01,SKU_51,N,100,6,566,3396,Low,Low,1,0,0
2019-08-01,SKU_52,N,100,5,364,1820,Low,Low,1,0,0
2019-08-01,SKU_113,N,100,6,415,2490,Low,Low,1,0,0
2019-08-01,SKU_55,N,50,3,250,750,Low,Low,1,0,0
2019-09-01,SKU_79,A,6,3,2,6,Low,Low,1,0,0
2019-09-01,SKU_05,C,6,8,5,40,Low,Low,1,0,0
2019-09-01,SKU_53,C,6,8,7,56,Low,Low,1,0,0
2019-09-01,SKU_54,C,5,8,21,168,Low,Low,1,0,0
2019-09-01,SKU_07,D,6,9,2281,20529,Low,High,1,0,0
2019-09-01,SKU_08,D,7,8,1661,13288,Low,Medium,1,0,0
2019-09-01,SKU_09,D,7,7,272,1904,Low,Low,1,0,0
2019-09-01,SKU_10,D,6,7,669,4683,Low,Low,1,0,0
2019-09-01,SKU_11,D,7,7,297,2079,Low,Low,1,0,0
2019-09-01,SKU_12,D,5,9,826,7434,Low,Low,1,0,0
2019-09-01,SKU_105,D,9,8,5,40,Low,Low,1,0,0
2019-09-01,SKU_106,D,7,9,10,90,Low,Low,1,0,0
2019-09-01,SKU_13,D,8,8,230,1840,Low,Low,1,0,0
2019-09-01,SKU_14,D,5,7,812,5684,Low,Low,1,0,0
2019-09-01,SKU_15,D,5,7,256,1792,Low,Low,1,0,0
2019-09-01,SKU_16,D,4,7,451,3157,Low,Low,1,0,0
2019-09-01,SKU_70,B,6,6,180,1080,Low,Low,1,0,0
2019-09-01,SKU_71,B,8,7,388,2716,Low,Low,1,0,0
2019-09-01,SKU_72,B,6,6,396,2376,Low,Low,1,0,0
2019-09-01,SKU_73,B,7,7,614,4298,Low,Low,1,0,0
2019-09-01,SKU_74,B,5,6,132,792,Low,Low,1,0,0
2019-09-01,SKU_75,B,6,7,242,1694,Low,Low,1,0,0
2019-09-01,SKU_103,A,13,6,521,3126,Low,Low,1,0,0
2019-09-01,SKU_91,A,13,6,298,1788,Low,Low,1,0,0
2019-09-01,SKU_17,F,7,15,4,60,Medium,Low,0,1,0
2019-09-01,SKU_80,F,6,13,77,1001,Medium,Low,0,1,0
2019-09-01,SKU_76,F,6,13,149,1937,Medium,Low,0,1,0
2019-09-01,SKU_81,F,2,4,1,4,Low,Low,1,0,0
2019-09-01,SKU_82,F,2,4,1,4,Low,Low,1,0,0
2019-09-01,SKU_109,F,5,12,12,144,Medium,Low,0,1,0
2019-09-01,SKU_19,F,7,14,14,196,Medium,Low,0,1,0
2019-09-01,SKU_20,F,7,13,55,715,Medium,Low,0,1,0
2019-09-01,SKU_107,F,6,12,212,2544,Medium,Low,0,1,0
2019-09-01,SKU_83,F,6,13,224,2912,Medium,Low,0,1,0
2019-09-01,SKU_77,F,6,13,626,8138,Medium,Low,0,1,0
2019-09-01,SKU_58,G,8,11,0,0,Medium,Low,0,1,0
2019-09-01,SKU_69,G,8,11,15,165,Medium,Low,0,1,0
2019-09-01,SKU_26,H,5,8,124,992,Low,Low,1,0,0
2019-09-01,SKU_27,I,5,5,271,1355,Low,Low,1,0,0
2019-09-01,SKU_114,I,5,4,259,1036,Low,Low,1,0,0
2019-09-01,SKU_29,I,5,8,83,664,Low,Low,1,0,0
2019-09-01,SKU_30,I,5,4,269,1076,Low,Low,1,0,0
2019-09-01,SKU_32,I,4,6,151,906,Low,Low,1,0,0
2019-09-01,SKU_115,I,4,5,195,975,Low,Low,1,0,0
2019-09-01,SKU_33,G,8,15,13,195,Medium,Low,0,1,0
2019-09-01,SKU_96,G,4,6,164,984,Low,Low,1,0,0
2019-09-01,SKU_92,G,4,7,200,1400,Low,Low,1,0,0
2019-09-01,SKU_97,J,4,10,51,510,Low,Low,1,0,0
2019-09-01,SKU_117,J,4,10,22,220,Low,Low,1,0,0
2019-09-01,SKU_93,J,4,10,235,2350,Low,Low,1,0,0
2019-09-01,SKU_84,J,5,11,130,1430,Medium,Low,0,1,0
2019-09-01,SKU_85,J,5,11,139,1529,Medium,Low,0,1,0
2019-09-01,SKU_104,J,4,10,68,680,Low,Low,1,0,0
2019-09-01,SKU_118,J,4,10,40,400,Low,Low,1,0,0
2019-09-01,SKU_86,J,4,10,408,4080,Low,Low,1,0,0
2019-09-01,SKU_87,J,6,11,430,4730,Medium,Low,0,1,0
2019-09-01,SKU_78,J,6,11,733,8063,Medium,Low,0,1,0
2019-09-01,SKU_111,K,5,9,626,5634,Low,Low,1,0,0
2019-09-01,SKU_112,K,5,9,844,7596,Low,Low,1,0,0
2019-09-01,SKU_88,K,5,10,479,4790,Low,Low,1,0,0
2019-09-01,SKU_89,K,5,10,398,3980,Low,Low,1,0,0
2019-09-01,SKU_101,K,5,7,381,2667,Low,Low,1,0,0
2019-09-01,SKU_102,K,5,7,374,2618,Low,Low,1,0,0
2019-09-01,SKU_48,L,40,9,57,513,Low,Low,1,0,0
2019-09-01,SKU_116,L,40,7,50,350,Low,Low,1,0,0
2019-09-01,SKU_68,M,40,8,16,128,Low,Low,1,0,0
2019-09-01,SKU_119,M,80,13,62,806,Medium,Low,0,1,0
2019-09-01,SKU_120,M,80,10,38,380,Low,Low,1,0,0
2019-09-01,SKU_51,N,100,6,418,2508,Low,Low,1,0,0
2019-09-01,SKU_52,N,100,5,579,2895,Low,Low,1,0,0
2019-09-01,SKU_113,N,100,6,296,1776,Low,Low,1,0,0
2019-09-01,SKU_55,N,50,3,387,1161,Low,Low,1,0,0
2019-10-01,SKU_02,B,7,7,34,238,Low,Low,1,0,0
2019-10-01,SKU_05,C,6,8,7,56,Low,Low,1,0,0
2019-10-01,SKU_53,C,6,8,23,184,Low,Low,1,0,0
2019-10-01,SKU_54,C,5,8,19,152,Low,Low,1,0,0
2019-10-01,SKU_07,D,6,9,2379,21411,Low,High,1,0,0
2019-10-01,SKU_08,D,7,8,1516,12128,Low,Medium,1,0,0
2019-10-01,SKU_09,D,7,7,307,2149,Low,Low,1,0,0
2019-10-01,SKU_10,D,6,7,641,4487,Low,Low,1,0,0
2019-10-01,SKU_11,D,7,7,193,1351,Low,Low,1,0,0
2019-10-01,SKU_12,D,5,9,814,7326,Low,Low,1,0,0
2019-10-01,SKU_105,D,9,8,7,56,Low,Low,1,0,0
2019-10-01,SKU_106,D,7,9,18,162,Low,Low,1,0,0
2019-10-01,SKU_13,D,8,8,340,2720,Low,Low,1,0,0
2019-10-01,SKU_14,D,5,7,948,6636,Low,Low,1,0,0
2019-10-01,SKU_15,D,5,7,228,1596,Low,Low,1,0,0
2019-10-01,SKU_16,D,4,7,545,3815,Low,Low,1,0,0
2019-10-01,SKU_70,B,6,6,216,1296,Low,Low,1,0,0
2019-10-01,SKU_71,B,8,7,408,2856,Low,Low,1,0,0
2019-10-01,SKU_72,B,6,6,413,2478,Low,Low,1,0,0
2019-10-01,SKU_73,B,7,7,367,2569,Low,Low,1,0,0
2019-10-01,SKU_74,B,5,6,174,1044,Low,Low,1,0,0
2019-10-01,SKU_75,B,6,7,177,1239,Low,Low,1,0,0
2019-10-01,SKU_103,A,13,6,524,3144,Low,Low,1,0,0
2019-10-01,SKU_91,A,13,6,288,1728,Low,Low,1,0,0
2019-10-01,SKU_80,F,6,13,54,702,Medium,Low,0,1,0
2019-10-01,SKU_76,F,6,13,130,1690,Medium,Low,0,1,0
2019-10-01,SKU_109,F,5,12,18,216,Medium,Low,0,1,0
2019-10-01,SKU_110,F,7,13,4,52,Medium,Low,0,1,0
2019-10-01,SKU_19,F,7,14,4,56,Medium,Low,0,1,0
2019-10-01,SKU_20,F,7,13,7,91,Medium,Low,0,1,0
2019-10-01,SKU_107,F,6,12,125,1500,Medium,Low,0,1,0
2019-10-01,SKU_83,F,6,13,281,3653,Medium,Low,0,1,0
2019-10-01,SKU_77,F,6,13,683,8879,Medium,Low,0,1,0
2019-10-01,SKU_121,I,5,3,212,636,Low,Low,1,0,0
2019-10-01,SKU_26,H,5,8,166,1328,Low,Low,1,0,0
2019-10-01,SKU_27,I,5,5,186,930,Low,Low,1,0,0
2019-10-01,SKU_114,I,5,4,217,868,Low,Low,1,0,0
2019-10-01,SKU_29,I,5,8,84,672,Low,Low,1,0,0
2019-10-01,SKU_30,I,5,4,275,1100,Low,Low,1,0,0
2019-10-01,SKU_32,I,4,6,204,1224,Low,Low,1,0,0
2019-10-01,SKU_115,I,4,5,185,925,Low,Low,1,0,0
2019-10-01,SKU_33,G,8,15,1,15,Medium,Low,0,1,0
2019-10-01,SKU_96,G,4,6,179,1074,Low,Low,1,0,0
2019-10-01,SKU_92,G,4,7,223,1561,Low,Low,1,0,0
2019-10-01,SKU_97,J,4,10,41,410,Low,Low,1,0,0
2019-10-01,SKU_117,J,4,10,71,710,Low,Low,1,0,0
2019-10-01,SKU_93,J,4,10,255,2550,Low,Low,1,0,0
2019-10-01,SKU_84,J,5,11,87,957,Medium,Low,0,1,0
